surface,molecule,functional,mode,E_ads_perlmutter,E_ads_kestrel,complex_total_difference_eV,perlmutter_directory,kestrel_directory,same_structure,geometry_evidence,selection_reason
Ir100,formic_acid,pbe,SPE,-0.44082209,-0.44083117,0.00000908,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,formic_acid,pbe_d3,SPE,-0.82551910,-0.82552818,0.00000908,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,formic_acid,beef_vdw,SPE,-0.46762815,-0.46789987,0.00027172,/pscratch/sd/j/jcho5/VASP/dft_jobs/HCOOH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,pbe,SPE,-0.46603831,0.30390082,-0.76993913,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,pbe_d3,SPE,-0.83610527,-0.09271323,-0.74339204,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir100,methanol,beef_vdw,SPE,-0.59489061,0.12622010,-0.72111071,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,pbe,SPE,-2.15307618,-2.15308254,0.00000636,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,pbe_d3,SPE,-2.35561234,-2.35561889,0.00000655,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,r2scan,SPE,-1.94153454,-1.94148896,-0.00004558,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO,beef_vdw,SPE,-2.04935150,-2.04939756,0.00004606,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO2,pbe,SPE,0.01425373,0.01425020,0.00000353,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO2,r2scan,SPE,-0.05939664,-0.05935679,-0.00003985,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,CO2,beef_vdw,SPE,-0.26628873,-0.26629535,0.00000662,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,DME,pbe,SPE,-0.49595715,0.83475791,-1.33071506,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,DME,pbe_d3,SPE,-1.01034103,0.20757729,-1.21791832,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,DME,r2scan,SPE,-0.69526785,0.84180753,-1.53707538,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,DME,beef_vdw,SPE,-0.89116866,0.61368417,-1.50485283,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,H2O,pbe,SPE,-0.54753202,-0.54752177,-0.00001025,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,H2O,pbe_d3,SPE,-0.75146265,-0.75145248,-0.00001017,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,H2O,r2scan,SPE,-0.58864480,-0.58865002,0.00000522,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,H2O,beef_vdw,SPE,-0.59914013,-0.59913210,-0.00000803,/pscratch/sd/j/jcho5/VASP/dft_jobs/H2O_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,acetaldehyde,pbe,SPE,-0.70458460,-0.52793182,-0.17665278,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,acetaldehyde,pbe_d3,SPE,-0.98990775,-1.05708533,0.06717758,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,acetaldehyde,r2scan,SPE,-0.76953598,-0.66088717,-0.10864881,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,acetaldehyde,beef_vdw,SPE,-0.90172076,-0.66889145,-0.23282931,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,acetic_acid,beef_vdw,SPE,-1.01664711,0.80917882,-1.82582593,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethane,pbe,SPE,-0.02136002,0.67869729,-0.70005731,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethane,pbe_d3,SPE,-0.37265304,0.10514580,-0.47779884,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethane,r2scan,SPE,-0.11159803,0.65710690,-0.76870493,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethane,beef_vdw,SPE,-0.36680554,0.42670197,-0.79350751,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethanol,pbe,SPE,-0.63087128,0.92703650,-1.55790778,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethanol,pbe_d3,SPE,-1.09495918,0.32342150,-1.41838068,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethanol,r2scan,SPE,-0.74324792,0.89772594,-1.64097386,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethanol,beef_vdw,SPE,-0.94306851,0.66170806,-1.60477657,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethene,pbe,SPE,-1.60123354,-1.59522776,-0.00600578,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethene,pbe_d3,SPE,-2.00771159,-2.00129814,-0.00641345,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethene,r2scan,SPE,-1.70577094,-1.70698697,0.00121603,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Ir110,ethene,beef_vdw,SPE,-1.72489856,-1.72469031,-0.00020825,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethylene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd100,CO2,pbe,SPE,-0.01207989,-0.01208150,0.00000161,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd100_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd100,CO2,r2scan,SPE,-0.01210155,-0.01199893,-0.00010262,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd100_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd100,CO2,beef_vdw,SPE,-0.18688402,-0.18688652,0.00000250,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd100_CO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethane,pbe,SPE,0.07715775,0.28621384,-0.20905609,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethane,pbe_d3,SPE,-0.21177963,0.00931611,-0.22109574,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethane,r2scan,SPE,-0.06338165,0.12438088,-0.18776253,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethane,beef_vdw,SPE,-0.09230295,0.06882841,-0.16113136,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethanol,pbe,SPE,-0.23061055,0.08195835,-0.31256890,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethanol,pbe_d3,SPE,-0.56705121,-0.27157558,-0.29547563,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethanol,r2scan,SPE,-0.41945253,-0.07357883,-0.34587370,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethanol,beef_vdw,SPE,-0.43335996,-0.14622418,-0.28713578,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethene,pbe,SPE,-0.83719779,-0.73063345,136.13392511,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethene,pbe_d3,SPE,-1.17556710,-1.01354894,147.09019742,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd100/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethene,r2scan,SPE,-1.05925891,-0.92182881,631.52281345,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd100/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd100,ethene,beef_vdw,SPE,-0.90755563,-0.77532747,40.79454390,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd100/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd100_ethene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd110,CO2,pbe,SPE,-0.02428633,-0.00623850,188.25719831,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd110_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd110,CO2,r2scan,SPE,-0.08088278,0.01981458,895.10350006,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd110_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd110,CO2,beef_vdw,SPE,-0.25838171,-0.13293143,51.86988911,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd110_CO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethane,pbe,SPE,0.04235046,0.20328884,-0.16093838,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethane,pbe_d3,SPE,-0.31585503,-0.29937233,-0.01648270,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethane,r2scan,SPE,-0.05760706,-0.09876664,0.04115958,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethane,beef_vdw,SPE,-0.10134048,0.21677876,-0.31811924,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethanol,pbe,SPE,-0.40583903,0.30051520,-0.70635423,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethanol,pbe_d3,SPE,-0.82610276,-0.25373042,-0.57237234,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethanol,r2scan,SPE,-0.54225506,-0.01028683,-0.53196823,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethanol,beef_vdw,SPE,-0.56335757,0.30648437,-0.86984194,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethene,pbe,SPE,-0.94946461,-1.18161186,188.50739339,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd110/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethene,pbe_d3,SPE,-1.33730078,-1.50987235,201.25630304,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd110/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethene,r2scan,SPE,-1.11819909,-1.25977595,895.34577428,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd110/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd110,ethene,beef_vdw,SPE,-1.09424086,-1.13914095,52.04023948,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd110/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd110_ethene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd111,CO2,pbe,SPE,0.00288559,0.00288623,-6.4E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd111_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd111,CO2,r2scan,SPE,0.04733683,0.04732665,0.00001018,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd111_CO2/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd111,CO2,beef_vdw,SPE,-0.21976068,-0.21976150,8.2E-7,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pd111_CO2/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethane,pbe,SPE,0.03023405,0.41703515,-0.38680110,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethane/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethane,pbe_d3,SPE,-0.17987457,0.29657579,-0.47645036,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethane/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethane,r2scan,SPE,-0.01475535,0.37247862,-0.38723397,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethane/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethane,beef_vdw,SPE,-0.21549926,0.11561009,-0.33110935,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethane/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethanol,pbe,SPE,-0.25968217,0.19986862,-0.45955079,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethanol/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethanol,pbe_d3,SPE,-0.55179483,0.01462465,-0.56641948,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethanol/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethanol,r2scan,SPE,-0.38604879,0.16698853,-0.55303732,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethanol/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethanol,beef_vdw,SPE,-0.52147357,-0.14274126,-0.37873231,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethanol/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethene,pbe,SPE,-0.65642802,-0.70612575,138.26092055,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd111/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethene/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethene,pbe_d3,SPE,-1.01570126,-0.90995348,149.78621000,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd111/singlepoint/PBE_D3,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethene/singlepoint/PBE_D3,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethene,r2scan,SPE,-1.11094248,-0.84131693,634.08129462,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd111/singlepoint/r2scan,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethene/singlepoint/r2scan,false,structure fingerprint missing or different,Perlmutter first
Pd111,ethene,beef_vdw,SPE,-0.70741178,-0.79802850,42.72217805,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pd111/singlepoint/beef_vdw,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Pd111_ethene/singlepoint/beef_vdw,false,structure fingerprint missing or different,Perlmutter first
Pt100,CO2,pbe,SPE,0.00818286,0.00819162,-0.00000876,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pt100/singlepoint/PBE,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Pt100_CO2/singlepoint/PBE,false,structure fingerprint missing or different,Perlmutter first
