surface,molecule,functional,E_ads_DFT_SP,E_ads_ML_SP,delta_SP,ML_minus_SPE_minus_relaxed_DFT,E_ads_ML_relaxed_displayed,E_ads_DFT_relaxed_displayed,provenance,complex_directory,relaxed_review,SPE_review,analysis_eligible
Pd110,glycerol,r2scan,-0.625744,-1.266991,-0.641246,0.985744,-1.27,-1.63,Previously published single-point result,,false,false,true
Pd110,glycerol,beef_vdw,-0.36305,-1.266991,-0.90394,,-1.27,,Previously published single-point result,,false,false,true
Pd110,isopropanol,pbe,0.209125,-0.928234,-1.13736,-0.439125,-0.93,-0.70,Previously published single-point result,,false,false,true
Pd110,isopropanol,pbe_d3,-0.488992,-0.928234,-0.439243,0.858992,-0.93,-1.30,Previously published single-point result,,false,false,true
Pd110,isopropanol,r2scan,-0.160566,-0.928234,-0.767668,0.390566,-0.93,-1.16,Previously published single-point result,,false,false,true
Pd110,isopropanol,beef_vdw,0.09893,-0.928234,-1.027165,,-0.93,,Previously published single-point result,,false,false,true
Pd110,methanol,pbe,-0.47445989,-0.77,-0.29554011,0.20645989,-0.77,-0.502,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd110/singlepoint/PBE,false,false,true
Pd110,methanol,pbe_d3,-0.80952787,-0.77,0.03952787,0.89452787,-0.77,-0.855,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd110/singlepoint/PBE_D3,false,false,true
Pd110,methanol,r2scan,-0.69768238,-0.77,-0.07231762,0.69168238,-0.77,-0.764,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd110/singlepoint/r2scan,false,false,true
Pd110,methanol,beef_vdw,-12.33819836,-0.77,11.56819836,23.98119836,-0.77,-12.413,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd110/singlepoint/beef_vdw,true,true,false
Pd110,propane,pbe,0.216216,-0.604557,-0.820773,-0.436216,-0.60,-0.38,Previously published single-point result,,false,false,true
Pd110,propane,pbe_d3,-0.41057,-0.604557,-0.193987,0.72057,-0.60,-0.91,Previously published single-point result,,false,false,true
Pd110,propane,r2scan,-0.15492,-0.604557,-0.449637,0.34492,-0.60,-0.79,Previously published single-point result,,false,false,true
Pd110,propane,beef_vdw,0.154672,-0.604557,-0.759229,,-0.60,,Previously published single-point result,,false,false,true
Pd110,propanol,pbe,0.172579,-0.894321,-1.066901,-0.412579,-0.89,-0.65,Previously published single-point result,,false,false,true
Pd110,propanol,pbe_d3,-0.526076,-0.894321,-0.368246,0.896076,-0.89,-1.26,Previously published single-point result,,false,false,true
Pd110,propanol,r2scan,-0.167952,-0.894321,-0.72637,0.417952,-0.89,-1.14,Previously published single-point result,,false,false,true
Pd110,propanol,beef_vdw,0.102046,-0.894321,-0.996368,,-0.89,,Previously published single-point result,,false,false,true
Pd110,propene,pbe,-1.035294,-1.537083,-0.501789,0.845294,-1.54,-1.35,Previously published single-point result,,false,false,true
Pd110,propene,pbe_d3,-1.515632,-1.537083,-0.021451,1.875632,-1.54,-1.90,Previously published single-point result,,false,false,true
Pd110,propene,r2scan,-1.170191,-1.537083,-0.366892,1.400191,-1.54,-1.77,Previously published single-point result,,false,false,true
Pd110,propene,beef_vdw,-1.14539,-1.537083,-0.391693,,-1.54,,Previously published single-point result,,false,false,true
Pd111,CO2,pbe,0.002886,-0.447756,-0.450642,-0.065886,-0.45,-0.387,Previously published single-point result,,false,false,true
Pd111,CO2,r2scan,0.047327,-0.447756,-0.495082,0.162673,-0.45,-0.66,Previously published single-point result,,false,false,true
Pd111,CO2,beef_vdw,-0.219761,-0.447756,-0.227994,31.682761,-0.45,-31.913,Previously published single-point result,,true,false,false
Pd111,ethane,pbe,0.417112,-0.455055,-0.872167,-0.479112,-0.46,-0.398,Previously published single-point result,,false,false,true
Pd111,ethane,pbe_d3,0.296577,-0.455055,-0.751632,0.035423,-0.46,-0.792,Previously published single-point result,,false,false,true
Pd111,ethane,r2scan,0.372454,-0.455055,-0.827509,-0.162454,-0.46,-0.67,Previously published single-point result,,false,false,true
Pd111,ethane,beef_vdw,0.11559,-0.455055,-0.570645,31.40941,-0.46,-31.985,Previously published single-point result,,true,false,false
Pd111,ethanol,pbe,0.199947,-0.673756,-0.873703,-0.226947,-0.67,-0.643,Previously published single-point result,,false,false,true
Pd111,ethanol,pbe_d3,0.016718,-0.673756,-0.690474,0.455282,-0.67,-1.142,Previously published single-point result,,false,false,true
Pd111,ethanol,r2scan,0.16283,-0.673756,-0.836585,0.25417,-0.67,-1.087,Previously published single-point result,,false,false,true
Pd111,ethanol,beef_vdw,-0.147131,-0.673756,-0.526625,31.740131,-0.67,-32.263,Previously published single-point result,,true,false,false
Pd111,ethene,pbe,-0.706096,-1.265545,-0.559449,0.316096,-1.27,-0.88,Previously published single-point result,,false,false,true
Pd111,ethene,pbe_d3,-0.910449,-1.265545,-0.355096,0.950449,-1.27,-1.31,Previously published single-point result,,false,false,true
Pd111,ethene,r2scan,-0.84133,-1.265545,-0.424215,0.75133,-1.27,-1.18,Previously published single-point result,,false,false,true
Pd111,ethene,beef_vdw,-0.798027,-1.265545,-0.467518,,-1.27,,Previously published single-point result,,false,false,true
Pd111,glycerol,pbe,0.268436,-1.008171,-1.276607,-0.428436,-1.01,-0.85,Previously published single-point result,,false,false,true
Pd111,glycerol,pbe_d3,-0.285881,-1.008171,-0.72229,0.905881,-1.01,-1.63,Previously published single-point result,,false,false,true
Pd111,glycerol,r2scan,0.091683,-1.008171,-1.099854,0.348317,-1.01,-1.45,Previously published single-point result,,false,false,true
Pd111,glycerol,beef_vdw,-0.272745,-1.008171,-0.735426,,-1.01,,Previously published single-point result,,false,false,true
Pd111,isopropanol,pbe,0.2184,-0.766689,-0.985089,-0.3684,-0.77,-0.62,Previously published single-point result,,false,false,true
Pd111,isopropanol,pbe_d3,-0.081211,-0.766689,-0.685478,0.571211,-0.77,-1.26,Previously published single-point result,,false,false,true
Pd111,isopropanol,r2scan,0.144185,-0.766689,-0.910874,0.205815,-0.77,-1.12,Previously published single-point result,,false,false,true
Pd111,isopropanol,beef_vdw,-0.190598,-0.766689,-0.576091,,-0.77,,Previously published single-point result,,false,false,true
Pd111,propane,pbe,0.314324,-0.472294,-0.786617,-0.394324,-0.49,-0.41,Previously published single-point result,,false,false,true
Pd111,propane,pbe_d3,0.043155,-0.472294,-0.515448,0.376845,-0.49,-0.91,Previously published single-point result,,false,false,true
Pd111,propane,r2scan,0.217863,-0.472294,-0.690157,0.072137,-0.49,-0.78,Previously published single-point result,,false,false,true
Pd111,propane,beef_vdw,-0.104793,-0.472294,-0.3675,,-0.49,,Previously published single-point result,,false,false,true
Pd111,propanol,pbe,0.199131,-0.712898,-0.912029,-0.319131,-0.76,-0.64,Previously published single-point result,,false,false,true
Pd111,propanol,pbe_d3,-0.185175,-0.712898,-0.527723,0.705175,-0.76,-1.28,Previously published single-point result,,false,false,true
Pd111,propanol,r2scan,0.054292,-0.712898,-0.76719,0.325708,-0.76,-1.14,Previously published single-point result,,false,false,true
Pd111,propanol,beef_vdw,-0.222034,-0.712898,-0.490865,,-0.76,,Previously published single-point result,,false,false,true
Pd111,propene,pbe,-0.454165,-1.175846,-0.721681,0.264165,-1.18,-0.99,Previously published single-point result,,false,false,true
Pd111,propene,pbe_d3,-0.721973,-1.175846,-0.453873,1.111973,-1.18,-1.57,Previously published single-point result,,false,false,true
Pd111,propene,r2scan,-0.631717,-1.175846,-0.544129,0.971717,-1.18,-1.52,Previously published single-point result,,false,false,true
Pd111,propene,beef_vdw,-0.725165,-1.175846,-0.450681,,-1.18,,Previously published single-point result,,false,false,true
Pt100,CO2,pbe,0.007467,-0.509066,-0.516533,0.282533,-0.51,-0.80,Previously published single-point result,,false,false,true
Pt100,CO2,r2scan,-0.022218,-0.509066,-0.486848,0.832218,-0.51,-1.32,Previously published single-point result,,false,false,true
Pt100,CO2,beef_vdw,-0.12863,-0.509066,-0.380436,,-0.51,,Previously published single-point result,,false,false,true
Pt100,DME,r2scan,-1.16011469,-0.52,0.64011469,1.86011469,-0.52,-1.220,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt100/singlepoint/r2scan,false,false,true
Pt100,DME,beef_vdw,-34.3205486,-0.52,33.8005486,68.2875486,-0.52,-34.487,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt100/singlepoint/beef_vdw,true,true,false
Pt100,acetaldehyde,pbe,-0.63546626,-0.66,-0.02453374,0.68646626,-0.66,-0.711,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/PBE,false,false,true
Pt100,acetaldehyde,pbe_d3,-1.06752141,-0.66,0.40752141,1.61552141,-0.66,-1.208,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/PBE_D3,false,false,true
Pt100,acetaldehyde,r2scan,-1.00540369,-0.66,0.34540369,1.42540369,-0.66,-1.08,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/r2scan,false,false,true
Pt100,acetaldehyde,beef_vdw,-34.12691252,-0.66,33.46691252,67.81991252,-0.66,-34.353,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100/singlepoint/beef_vdw,true,true,false
Pt100,acetic_acid,r2scan,-1.34425974,-0.80,0.54425974,1.94925974,-0.80,-1.405,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt100/singlepoint/r2scan,false,false,true
Pt100,acetic_acid,beef_vdw,-34.3943924,-0.80,33.5943924,68.1223924,-0.80,-34.528,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt100/singlepoint/beef_vdw,true,true,false
Pt100,ethane,pbe,0.467108,-0.483349,-0.950457,-0.147108,-0.48,-0.80,Previously published single-point result,,false,false,true
Pt100,ethane,pbe_d3,0.175973,-0.483349,-0.659321,0.614027,-0.48,-1.27,Previously published single-point result,,false,false,true
Pt100,ethane,r2scan,0.385165,-0.483349,-0.868514,0.464835,-0.48,-1.33,Previously published single-point result,,false,false,true
Pt100,ethane,beef_vdw,0.174826,-0.483349,-0.658175,,-0.48,,Previously published single-point result,,false,false,true
Pt100,ethanol,pbe,0.396098,-0.709301,-1.105399,0.053902,-0.71,-1.16,Previously published single-point result,,false,false,true
Pt100,ethanol,pbe_d3,-0.006611,-0.709301,-0.70269,1.016611,-0.71,-1.72,Previously published single-point result,,false,false,true
Pt100,ethanol,r2scan,0.284814,-0.709301,-0.994115,0.825186,-0.71,-1.82,Previously published single-point result,,false,false,true
Pt100,ethanol,beef_vdw,0.087618,-0.709301,-0.796919,,-0.71,,Previously published single-point result,,false,false,true
Pt100,ethene,pbe,-1.123251,-1.614788,-0.491537,1.082251,-1.61,-1.569,Previously published single-point result,,false,false,true
Pt100,ethene,pbe_d3,-1.96025946,-1.61,0.35025946,2.45725946,-1.61,-2.107,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Pt100/singlepoint/PBE_D3,false,false,true
Pt100,ethene,r2scan,-1.384339,-1.614788,-0.230449,1.892339,-1.61,-2.118,Previously published single-point result,,false,false,true
Pt100,ethene,beef_vdw,-1.150759,-1.614788,-0.464029,34.660759,-1.61,-35.120,Previously published single-point result,,true,false,false
Pt100,glycerol,pbe,0.375458,-1.045982,-1.42144,-0.075458,-1.05,-1.35,Previously published single-point result,,false,false,true
Pt100,glycerol,pbe_d3,-0.387397,-1.045982,-0.658585,1.627397,-1.05,-2.29,Previously published single-point result,,false,false,true
Pt100,glycerol,r2scan,0.191501,-1.045982,-1.237483,0.878499,-1.05,-2.12,Previously published single-point result,,false,false,true
Pt100,glycerol,beef_vdw,-0.127427,-1.045982,-0.918555,,-1.05,,Previously published single-point result,,false,false,true
Pt100,isopropanol,pbe,0.39772,-0.789364,-1.187083,-0.02772,-0.79,-1.16,Previously published single-point result,,false,false,true
Pt100,isopropanol,pbe_d3,-0.086262,-0.789364,-0.703102,1.186262,-0.79,-1.89,Previously published single-point result,,false,false,true
Pt100,isopropanol,r2scan,0.281353,-0.789364,-1.070717,0.798647,-0.79,-1.87,Previously published single-point result,,false,false,true
Pt100,isopropanol,beef_vdw,0.025343,-0.789364,-0.814707,,-0.79,,Previously published single-point result,,false,false,true
Pt100,methanol,pbe,-0.73645956,-0.66,0.07645956,0.85145956,-0.66,-0.775,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/PBE,false,false,true
Pt100,methanol,pbe_d3,-1.10309426,-0.66,0.44309426,1.66809426,-0.66,-1.225,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/PBE_D3,false,false,true
Pt100,methanol,r2scan,-1.19267819,-0.66,0.53267819,1.77967819,-0.66,-1.247,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/r2scan,false,false,true
Pt100,methanol,beef_vdw,-34.2309747,-0.66,33.5709747,67.9789747,-0.66,-34.408,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100/singlepoint/beef_vdw,true,true,false
Pt100,propane,pbe,0.603941,-0.54427,-1.148211,-0.333941,-0.54,-0.81,Previously published single-point result,,false,false,true
Pt100,propane,pbe_d3,0.068781,-0.54427,-0.613051,0.791219,-0.54,-1.40,Previously published single-point result,,false,false,true
Pt100,propane,r2scan,0.431783,-0.54427,-0.976052,0.408217,-0.54,-1.38,Previously published single-point result,,false,false,true
Pt100,propane,beef_vdw,0.212849,-0.54427,-0.757119,,-0.54,,Previously published single-point result,,false,false,true
Pt100,propanol,pbe,0.431394,-0.805489,-1.236883,-0.031394,-0.81,-1.21,Previously published single-point result,,false,false,true
Pt100,propanol,pbe_d3,-0.177131,-0.805489,-0.628358,1.267131,-0.81,-1.90,Previously published single-point result,,false,false,true
Pt100,propanol,r2scan,0.249757,-0.805489,-1.055246,0.780243,-0.81,-1.84,Previously published single-point result,,false,false,true
Pt100,propanol,beef_vdw,0.028996,-0.805489,-0.834484,,-0.81,,Previously published single-point result,,false,false,true
Pt100,propene,pbe,-0.882234,-1.820869,-0.938635,1.092234,-1.82,-2.03,Previously published single-point result,,false,false,true
Pt100,propene,pbe_d3,-1.388925,-1.820869,-0.431944,2.298925,-1.82,-2.73,Previously published single-point result,,false,false,true
Pt100,propene,r2scan,-1.161979,-1.820869,-0.65889,2.151979,-1.82,-2.81,Previously published single-point result,,false,false,true
Pt100,propene,beef_vdw,-1.08182,-1.820869,-0.739049,,-1.82,,Previously published single-point result,,false,false,true
Pt110,CO2,pbe,-0.013791,-0.497896,-0.484105,-0.172209,-0.51,-0.324,Previously published single-point result,,false,false,true
Pt110,CO2,r2scan,0.040729,-0.497896,-0.538626,0.044271,-0.51,-0.595,Previously published single-point result,,false,false,true
Pt110,CO2,beef_vdw,-0.184057,-0.497896,-0.313839,22.502057,-0.51,-22.828,Previously published single-point result,,true,false,false
Pt110,DME,r2scan,-0.98026857,-0.58,0.40026857,1.54026857,-0.58,-1.14,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt110/singlepoint/r2scan,false,false,true
Pt110,DME,beef_vdw,-23.25618684,-0.58,22.67618684,46.00318684,-0.58,-23.327,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt110/singlepoint/beef_vdw,true,true,false
Pt110,acetaldehyde,pbe,-0.62156992,-0.71,-0.08843008,0.63856992,-0.71,-0.727,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/PBE,false,false,true
Pt110,acetaldehyde,pbe_d3,-1.05629776,-0.71,0.34629776,1.56229776,-0.71,-1.216,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/PBE_D3,false,false,true
Pt110,acetaldehyde,r2scan,-0.93653386,-0.71,0.22653386,1.34753386,-0.71,-1.121,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/r2scan,false,false,true
Pt110,acetaldehyde,beef_vdw,-23.13575408,-0.71,22.42575408,45.63175408,-0.71,-23.206,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/beef_vdw,true,true,false
Pt110,acetic_acid,r2scan,-1.11653053,-0.94,0.17653053,1.49353053,-0.94,-1.317,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt110/singlepoint/r2scan,false,false,true
Pt110,acetic_acid,beef_vdw,-23.33277108,-0.94,22.39277108,45.79377108,-0.94,-23.401,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt110/singlepoint/beef_vdw,true,true,false
Pt110,ethane,pbe,0.429967,-0.558723,-0.98869,-0.299967,-0.56,-0.69,Previously published single-point result,,false,false,true
Pt110,ethane,pbe_d3,-0.182197,-0.558723,-0.376527,0.762197,-0.56,-1.14,Previously published single-point result,,false,false,true
Pt110,ethane,r2scan,0.162675,-0.558723,-0.721398,0.567325,-0.56,-1.29,Previously published single-point result,,false,false,true
Pt110,ethane,beef_vdw,0.395037,-0.558723,-0.953761,,-0.56,,Previously published single-point result,,false,false,true
Pt110,ethanol,pbe,0.630937,-0.900631,-1.531568,-0.430937,-0.90,-1.10,Previously published single-point result,,false,false,true
Pt110,ethanol,pbe_d3,-0.054662,-0.900631,-0.845969,0.874662,-0.90,-1.72,Previously published single-point result,,false,false,true
Pt110,ethanol,r2scan,0.346504,-0.900631,-1.247135,0.663496,-0.90,-1.91,Previously published single-point result,,false,false,true
Pt110,ethanol,beef_vdw,0.599707,-0.900631,-1.500338,,-0.90,,Previously published single-point result,,false,false,true
Pt110,ethene,pbe,-1.087876,-2.087566,-0.999691,0.621876,-2.09,-1.624,Previously published single-point result,,false,false,true
Pt110,ethene,pbe_d3,-1.633567,-2.087566,-0.454,1.772567,-2.09,-2.229,Previously published single-point result,,false,false,true
Pt110,ethene,r2scan,-1.423642,-2.087566,-0.663924,1.417642,-2.09,-2.084,Previously published single-point result,,false,false,true
Pt110,ethene,beef_vdw,-0.949928,-2.087566,-1.137638,22.946928,-2.09,-24.087,Previously published single-point result,,true,false,false
Pt110,glycerol,pbe,0.131789,-0.965134,-1.096923,-0.061789,-1.18,-1.25,Previously published single-point result,,false,false,true
Pt110,glycerol,pbe_d3,-0.962507,-0.965134,-0.002626,1.982507,-1.18,-2.20,Previously published single-point result,,false,false,true
Pt110,glycerol,r2scan,-0.354909,-0.965134,-0.610225,1.324909,-1.18,-2.15,Previously published single-point result,,false,false,true
Pt110,glycerol,beef_vdw,-0.071621,-0.965134,-0.893512,,-1.18,,Previously published single-point result,,false,false,true
Pt110,isopropanol,pbe,0.53637,-0.976223,-1.512593,-0.36637,-0.98,-1.15,Previously published single-point result,,false,false,true
Pt110,isopropanol,pbe_d3,-0.325101,-0.976223,-0.651122,1.245101,-0.98,-1.90,Previously published single-point result,,false,false,true
Pt110,isopropanol,r2scan,0.190303,-0.976223,-1.166526,0.829697,-0.98,-2.00,Previously published single-point result,,false,false,true
Pt110,isopropanol,beef_vdw,0.378969,-0.976223,-1.355192,,-0.98,,Previously published single-point result,,false,false,true
Pt110,methanol,pbe,-0.71405695,-0.85,-0.13594305,0.65205695,-0.85,-0.788,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt110/singlepoint/PBE,false,false,true
Pt110,methanol,pbe_d3,-1.15494426,-0.85,0.30494426,1.57694426,-0.85,-1.272,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt110/singlepoint/PBE_D3,false,false,true
Pt110,methanol,r2scan,-1.01787512,-0.85,0.16787512,1.36187512,-0.85,-1.194,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt110/singlepoint/r2scan,false,false,true
Pt110,methanol,beef_vdw,-23.18244541,-0.85,22.33244541,45.58644541,-0.85,-23.254,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt110/singlepoint/beef_vdw,true,true,false
Pt110,propane,pbe,0.623245,-0.648808,-1.272053,-0.573245,-0.65,-0.70,Previously published single-point result,,false,false,true
Pt110,propane,pbe_d3,-0.119266,-0.648808,-0.529542,0.669266,-0.65,-1.20,Previously published single-point result,,false,false,true
Pt110,propane,r2scan,0.313227,-0.648808,-0.962035,0.406773,-0.65,-1.37,Previously published single-point result,,false,false,true
Pt110,propane,beef_vdw,0.485851,-0.648808,-1.134659,,-0.65,,Previously published single-point result,,false,false,true
Pt110,propanol,pbe,0.716635,-0.936745,-1.653379,-0.516635,-0.94,-1.14,Previously published single-point result,,false,false,true
Pt110,propanol,pbe_d3,-0.119741,-0.936745,-0.817004,1.039741,-0.94,-1.86,Previously published single-point result,,false,false,true
Pt110,propanol,r2scan,0.387352,-0.936745,-1.324097,0.652648,-0.94,-1.98,Previously published single-point result,,false,false,true
Pt110,propanol,beef_vdw,0.587052,-0.936745,-1.523796,,-0.94,,Previously published single-point result,,false,false,true
Pt110,propene,pbe,-0.469789,-1.705235,-1.235445,0.629789,-1.71,-1.87,Previously published single-point result,,false,false,true
Pt110,propene,pbe_d3,-1.268611,-1.705235,-0.436624,2.208611,-1.71,-2.65,Previously published single-point result,,false,false,true
Pt110,propene,r2scan,-0.883893,-1.705235,-0.821341,1.983893,-1.71,-2.81,Previously published single-point result,,false,false,true
Pt110,propene,beef_vdw,-0.451509,-1.705235,-1.253726,,-1.71,,Previously published single-point result,,false,false,true
Pt111,CO2,pbe,0.031065,-0.486696,-0.517762,0.353935,-0.49,-0.875,Previously published single-point result,,false,false,true
Pt111,CO2,r2scan,0.139984,-0.486696,-0.62668,0.770016,-0.49,-1.40,Previously published single-point result,,false,false,true
Pt111,CO2,beef_vdw,-0.215627,-0.486696,-0.271069,60.150627,-0.49,-60.425,Previously published single-point result,,true,false,false
Pt111,ethane,pbe,0.567431,-0.433994,-1.001425,-0.137431,-0.43,-0.86,Previously published single-point result,,false,false,true
Pt111,ethane,pbe_d3,0.444498,-0.433994,-0.878492,0.525502,-0.43,-1.40,Previously published single-point result,,false,false,true
Pt111,ethane,r2scan,0.665243,-0.433994,-1.099237,0.324757,-0.43,-1.42,Previously published single-point result,,false,false,true
Pt111,ethane,beef_vdw,0.195647,-0.433994,-0.629641,,-0.43,,Previously published single-point result,,false,false,true
Pt111,ethanol,pbe,0.372939,-0.598709,-0.971648,0.087061,-0.64,-1.10,Previously published single-point result,,false,false,true
Pt111,ethanol,pbe_d3,0.146383,-0.598709,-0.745093,0.993617,-0.64,-1.78,Previously published single-point result,,false,false,true
Pt111,ethanol,r2scan,0.440529,-0.598709,-1.039238,0.729471,-0.64,-1.81,Previously published single-point result,,false,false,true
Pt111,ethanol,beef_vdw,-0.012199,-0.598709,-0.58651,,-0.64,,Previously published single-point result,,false,false,true
Pt111,ethene,pbe,-0.892164,-1.323864,-0.4317,0.762164,-1.79,-1.66,Previously published single-point result,,false,false,true
Pt111,ethene,pbe_d3,-1.041394,-1.323864,-0.28247,1.561394,-1.79,-2.31,Previously published single-point result,,false,false,true
Pt111,ethene,r2scan,-0.915283,-1.323864,-0.408581,1.485283,-1.79,-2.36,Previously published single-point result,,false,false,true
Pt111,ethene,beef_vdw,-1.049727,-1.323864,-0.274137,,-1.79,,Previously published single-point result,,false,false,true
Pt111,glycerol,pbe,0.197953,-0.816826,-1.014779,0.282047,-0.82,-1.30,Previously published single-point result,,false,false,true
Pt111,glycerol,pbe_d3,-0.364378,-0.816826,-0.452447,1.784378,-0.82,-2.24,Previously published single-point result,,false,false,true
Pt111,glycerol,r2scan,0.193289,-0.816826,-1.010115,1.056711,-0.82,-2.07,Previously published single-point result,,false,false,true
Pt111,glycerol,beef_vdw,-0.351664,-0.816826,-0.465162,,-0.82,,Previously published single-point result,,false,false,true
Pt111,isopropanol,pbe,0.400961,-0.70916,-1.110121,-0.080961,-0.71,-1.03,Previously published single-point result,,false,false,true
Pt111,isopropanol,pbe_d3,0.10068,-0.70916,-0.80984,1.03932,-0.71,-1.85,Previously published single-point result,,false,false,true
Pt111,isopropanol,r2scan,0.479393,-0.70916,-1.188552,0.500607,-0.71,-1.69,Previously published single-point result,,false,false,true
Pt111,isopropanol,beef_vdw,-0.065293,-0.70916,-0.643867,,-0.71,,Previously published single-point result,,false,false,true
Pt111,propane,pbe,0.579893,-0.462776,-1.042669,-0.189893,-0.49,-0.88,Previously published single-point result,,false,false,true
Pt111,propane,pbe_d3,0.236041,-0.462776,-0.698818,0.833959,-0.49,-1.56,Previously published single-point result,,false,false,true
Pt111,propane,r2scan,0.597551,-0.462776,-1.060327,0.372449,-0.49,-1.46,Previously published single-point result,,false,false,true
Pt111,propane,beef_vdw,0.104914,-0.462776,-0.56769,,-0.49,,Previously published single-point result,,false,false,true
Pt111,propanol,pbe,0.33121,-0.727577,-1.058787,0.05879,-0.73,-1.12,Previously published single-point result,,false,false,true
Pt111,propanol,pbe_d3,-0.114665,-0.727577,-0.612912,1.344665,-0.73,-1.96,Previously published single-point result,,false,false,true
Pt111,propanol,r2scan,0.314478,-0.727577,-1.042055,0.825522,-0.73,-1.87,Previously published single-point result,,false,false,true
Pt111,propanol,beef_vdw,-0.137636,-0.727577,-0.589942,,-0.73,,Previously published single-point result,,false,false,true
Pt111,propene,pbe,-0.944099,-1.681343,-0.737244,1.134099,-1.68,-1.87,Previously published single-point result,,false,false,true
Pt111,propene,pbe_d3,-1.419234,-1.681343,-0.262109,2.429234,-1.68,-2.69,Previously published single-point result,,false,false,true
